Resources/Outputs/Debug(20_01_2018)Fri Nov  1 17:30:29 2024

 Player 0 left = 0.4902508556842804 = false 	 rght = 0.5394760966300964 = false 	 look = 0.4002877473831177 = false 	 down = 0.5492478013038635 = false 	 run = 0.4805472791194916 = false 	 jump = 0.540825366973877 = false 	 sJmp = 0.5989647507667542 = false 	
 Player 0 left = 0.4902508556842804 = false 	 rght = 0.5394760966300964 = false 	 look = 0.4002877473831177 = false 	 down = 0.5492478013038635 = false 	 run = 0.4805472791194916 = false 	 jump = 0.540825366973877 = false 	 sJmp = 0.5989647507667542 = false 	
 Player 0 left = 0.4902508556842804 = false 	 rght = 0.5394760966300964 = false 	 look = 0.4002877473831177 = false 	 down = 0.5492478013038635 = false 	 run = 0.4805472791194916 = false 	 jump = 0.540825366973877 = false 	 sJmp = 0.5989647507667542 = false 	
 Player 0 left = 0.27670639753341675 = false 	 rght = 0.24209250509738922 = false 	 look = 0.5146793127059937 = false 	 down = 0.8035632967948914 = false 	 run = 0.39579957723617554 = false 	 jump = 0.36443960666656494 = false 	 sJmp = 0.5817857980728149 = false 	
 Player 0 left = 0.27670639753341675 = false 	 rght = 0.24209250509738922 = false 	 look = 0.5146793127059937 = false 	 down = 0.8035632967948914 = false 	 run = 0.39579957723617554 = false 	 jump = 0.36443960666656494 = false 	 sJmp = 0.5817857980728149 = false 	
 Player 0 left = 0.27670639753341675 = false 	 rght = 0.24209250509738922 = false 	 look = 0.5146793127059937 = false 	 down = 0.8035632967948914 = false 	 run = 0.39579957723617554 = false 	 jump = 0.36443960666656494 = false 	 sJmp = 0.5817857980728149 = false 	
 Player 0 left = 0.27670639753341675 = false 	 rght = 0.24209250509738922 = false 	 look = 0.5146793127059937 = false 	 down = 0.8035632967948914 = false 	 run = 0.39579957723617554 = false 	 jump = 0.36443960666656494 = false 	 sJmp = 0.5817857980728149 = false 	
 Player 0 left = 0.27670639753341675 = false 	 rght = 0.24209250509738922 = false 	 look = 0.5146793127059937 = false 	 down = 0.8035632967948914 = false 	 run = 0.39579957723617554 = false 	 jump = 0.36443960666656494 = false 	 sJmp = 0.5817857980728149 = false 	
 Player 0 left = 0.32085853815078735 = false 	 rght = 0.20173360407352448 = false 	 look = 0.46998852491378784 = false 	 down = 0.7921318411827087 = false 	 run = 0.3529415726661682 = false 	 jump = 0.3290022015571594 = false 	 sJmp = 0.47839176654815674 = false 	
 Player 0 left = 0.32085853815078735 = false 	 rght = 0.20173360407352448 = false 	 look = 0.46998852491378784 = false 	 down = 0.7921318411827087 = false 	 run = 0.3529415726661682 = false 	 jump = 0.3290022015571594 = false 	 sJmp = 0.47839176654815674 = false 	
 Player 0 left = 0.28272566199302673 = false 	 rght = 0.17801976203918457 = false 	 look = 0.5361049771308899 = false 	 down = 0.7164344191551208 = false 	 run = 0.36447495222091675 = false 	 jump = 0.194938063621521 = false 	 sJmp = 0.5209000110626221 = false 	
 Player 0 left = 0.28272566199302673 = false 	 rght = 0.17801976203918457 = false 	 look = 0.5361049771308899 = false 	 down = 0.7164344191551208 = false 	 run = 0.36447495222091675 = false 	 jump = 0.194938063621521 = false 	 sJmp = 0.5209000110626221 = false 	
 Player 0 left = 0.38715147972106934 = false 	 rght = 0.1116425171494484 = false 	 look = 0.39875465631484985 = false 	 down = 0.7389388084411621 = false 	 run = 0.4251665771007538 = false 	 jump = 0.1205623671412468 = false 	 sJmp = 0.6784534454345703 = false 	
 Player 0 left = 0.38715147972106934 = false 	 rght = 0.1116425171494484 = false 	 look = 0.39875465631484985 = false 	 down = 0.7389388084411621 = false 	 run = 0.4251665771007538 = false 	 jump = 0.1205623671412468 = false 	 sJmp = 0.6784534454345703 = false 	
